Street Number,Street Name,Borough,Zip Code,DOF Benchmarking Submission Status,ENERGY STAR Score,Total GHG Emissions(MtCO2e),Primary Property Type - Self Selected,DOF Number of Buildings
3,EAST   28 STREET    ,MANHATTAN,10016,In Compliance ,88,318.3,Office,1
2161,BROADWAY            ,MANHATTAN,10024,In Compliance ,63,1079.7,Multifamily Housing,1
925,PROSPECT PLACE      ,BROOKLYN            ,11213,In Compliance ,94,379.4,Multifamily Housing,1
285,CENTRAL PARK WEST   ,MANHATTAN,10024,In Compliance ,92,748.6,Multifamily Housing,1
42,WEST   39 STREET    ,MANHATTAN,10018,In Compliance ,74,1113.9,Office,1
315,WEST   39 STREET    ,MANHATTAN,10018,In Compliance ,86,875.8,Office,1
151,EAST   80 STREET    ,MANHATTAN,10075,In Compliance ,52,304.6,Multifamily Housing,1
920,RIVERSIDE DRIVE     ,MANHATTAN,10032,In Compliance ,87,393.2,Multifamily Housing,1
618,WEST  151 STREET    ,MANHATTAN,10031,In Compliance ,95,339.9,Multifamily Housing,1
20,EAST   92 STREET    ,MANHATTAN,10128,In Compliance ,38,454.8,K-12 School,1
1160,   5 AVENUE         ,MANHATTAN,10029,In Compliance ,64,554.2,Multifamily Housing,1
242,WEST   76 STREET    ,MANHATTAN,10023,In Compliance ,22,486.9,Hotel,1
517,WEST   59 STREET    ,MANHATTAN,10019,In Compliance ,65,2499.4,Residence Hall/Dormitory,1
930,ST NICHOLAS AVENUE  ,MANHATTAN,10032,In Compliance ,100,75.2,Multifamily Housing,1
30,VESEY STREET        ,MANHATTAN,10007,In Compliance ,1,208644.5,Office,1
553,PARK AVENUE         ,MANHATTAN,10065,In Compliance ,27,544.3,Multifamily Housing,1
1235,GRAND CONCOURSE     ,BRONX               ,10452,In Compliance ,67,696.8,Multifamily Housing,1
     4-12,  49 AVENUE         ,QUEENS,11101,In Compliance ,69,354,Multifamily Housing,1
1213,   3 AVENUE         ,MANHATTAN,10021,In Compliance ,1,7211.2,Multifamily Housing,1
313,   8 AVENUE         ,MANHATTAN,10001,In Compliance ,61,1280.9,Multifamily Housing,2
40,LEONARD STREET      ,MANHATTAN,10013,In Compliance ,1,799514.7,K-12 School,1
200,MADISON AVENUE      ,MANHATTAN,10016,In Compliance ,73,4160,Office,1
2,WALL STREET         ,MANHATTAN,10005,In Compliance ,51,1593.1,Office,1
498,   7 AVENUE         ,MANHATTAN,10018,In Compliance ,78,5702.8,Office,1
2175,CEDAR AVENUE        ,BRONX               ,10468,In Compliance ,57,465,Multifamily Housing,1
2121,CEDAR AVENUE        ,BRONX               ,10468,In Compliance ,26,498.8,Multifamily Housing,1
2101,CEDAR AVENUE        ,BRONX               ,10468,In Compliance ,78,301.1,Multifamily Housing,1
1700,GRAND CONCOURSE     ,BRONX               ,10457,In Compliance ,60,754.5,Multifamily Housing,1
1981,SEDGWICK AVENUE     ,BRONX               ,10453,In Compliance ,97,835.6,Multifamily Housing,1
939,WOODYCREST AVENUE   ,BRONX               ,10452,In Compliance ,80,1178.6,Multifamily Housing,2
930,SHERIDAN AVENUE     ,BRONX               ,10451,In Compliance ,37,453.2,Multifamily Housing,1
2400,WEBB AVENUE         ,BRONX               ,10468,In Compliance ,70,388.5,Multifamily Housing,1
    20-28,SEAGIRT BOULEVARD   ,QUEENS,11691,In Compliance ,100,75.1,Multifamily Housing,6
404,WEST   54 STREET    ,MANHATTAN,10019,In Compliance ,65,388.5,Multifamily Housing,1
1574,BEACH AVENUE        ,BRONX               ,10460,In Compliance ,98,431.1,Multifamily Housing,1
825,EAST  141 STREET    ,BRONX               ,10454,In Compliance ,92,191.8,Non-Refrigerated Warehouse,1
360,MADISON AVENUE      ,MANHATTAN,10017,In Compliance ,49,2680.5,Office,1
1,N D PERLMAN PLACE   ,MANHATTAN,10003,In Compliance ,58,15364.9,Hospital (General Medical & Surgical),1
286,PARK AVENUE SOUTH   ,MANHATTAN,10010,In Compliance ,63,1352.7,Office,1
154,CHRISTOPHER STREET  ,MANHATTAN,10014,In Compliance ,65,2960.7,Multifamily Housing,1
100,JANE STREET         ,MANHATTAN,10014,In Compliance ,37,676.3,Multifamily Housing,1
114,HORATIO STREET      ,MANHATTAN,10014,In Compliance ,91,408.3,Multifamily Housing,1
410,WEST   53 STREET    ,MANHATTAN,10019,In Compliance ,26,1280.4,Multifamily Housing,1
    47-05,CENTER BOULEVARD    ,QUEENS,11109,In Compliance ,28,3289,Multifamily Housing,1
127,JOHN STREET         ,MANHATTAN,10038,In Compliance ,30,2701.3,Multifamily Housing,1
3463,   3 AVENUE         ,BRONX               ,10456,In Compliance ,65,618.4,Multifamily Housing,1
1238,SIMPSON STREET      ,BRONX               ,10459,In Compliance ,45,452.2,Multifamily Housing,1
2914,WEST   28 STREET    ,BROOKLYN            ,11224,In Compliance ,3,1055.2,Multifamily Housing,3
114,EAST   90 STREET    ,MANHATTAN,10128,In Compliance ,68,380.3,Multifamily Housing,1
463,   7 AVENUE         ,MANHATTAN,10018,In Compliance ,83,2481.5,Office,2
1,MAIN STREET         ,BROOKLYN            ,11201,In Compliance ,11,1588.9,Multifamily Housing,1
358,   5 AVENUE         ,MANHATTAN,10001,In Compliance ,80,793.8,Office,1
20,VESEY STREET        ,MANHATTAN,10007,In Compliance ,76,665.4,Office,1
2527,VALENTINE AVENUE    ,BRONX               ,10458,In Compliance ,64,544.3,Multifamily Housing,1
1820,HARRISON AVENUE     ,BRONX               ,10453,In Compliance ,98,447.2,Multifamily Housing,1
37,WEST   57 STREET    ,MANHATTAN,10019,In Compliance ,70,413.2,Office,1
2114,AQUEDUCT AVENUE EAST,BRONX               ,10453,In Compliance ,59,593.9,Multifamily Housing,1
1307,MERRIAM AVENUE      ,BRONX               ,10452,In Compliance ,90,597.8,Multifamily Housing,1
1955,GRAND CONCOURSE     ,BRONX               ,10453,In Compliance ,83,431.4,Multifamily Housing,1
321,EAST   34 STREET    ,MANHATTAN,10016,In Compliance ,77,1094.7,Medical Office,1
1350,GRAND CONCOURSE     ,BRONX               ,10456,In Compliance ,90,386.6,Multifamily Housing,1
1480,POPHAM AVENUE       ,BRONX               ,10453,In Compliance ,92,456.8,Multifamily Housing,1
1522,UNIVERSITY AVENUE   ,BRONX               ,10452,In Compliance ,91,331.2,Multifamily Housing,1
47,WEST   17 STREET    ,MANHATTAN,10011,In Compliance ,84,890.7,Office,1
110,MEISNER AVENUE      ,STATEN ISLAND       ,10306,In Compliance ,77,334.4,Senior Care Community,1
49,WEST   23 STREET    ,MANHATTAN,10010,In Compliance ,87,1301.5,Office,3
121,EAST   24 STREET    ,MANHATTAN,10010,In Compliance ,82,322.6,Office,1
11,EAST   26 STREET    ,MANHATTAN,10010,In Compliance ,88,1201.5,Office,1
4,WEST   33 STREET    ,MANHATTAN,10001,In Compliance ,78,1834.8,Office,1
29,WEST   32 STREET    ,MANHATTAN,10001,In Compliance ,72,1124.6,Office,1
33,CENTRAL AVENUE      ,STATEN ISLAND       ,10301,In Compliance ,96,275.1,Multifamily Housing,1
257,WEST  117 STREET    ,MANHATTAN,10026,In Compliance ,88,246.6,Multifamily Housing,1
     5-09,  48 AVENUE         ,QUEENS,11101,In Compliance ,78,535.3,Multifamily Housing,1
995,   5 AVENUE         ,MANHATTAN,10028,In Compliance ,9,779.5,Multifamily Housing,1
345,EAST   57 STREET    ,MANHATTAN,10022,In Compliance ,84,499.9,Multifamily Housing,1
1049,   5 AVENUE         ,MANHATTAN,10028,In Compliance ,53,3158.9,Multifamily Housing,1
48,WEST   37 STREET    ,MANHATTAN,10018,In Compliance ,84,846.1,Office,1
148,WEST   37 STREET    ,MANHATTAN,10018,In Compliance ,94,398.4,Office,1
110,WEST   40 STREET    ,MANHATTAN,10018,In Compliance ,84,779,Office,1
411,   5 AVENUE         ,MANHATTAN,10016,In Compliance ,72,721.3,Office,1
1071,AVENUE OF THE AMER  ,MANHATTAN,10018,In Compliance ,78,972,Office,1
1115,BROADWAY            ,MANHATTAN,10010,In Compliance ,78,1514.5,Office,1
16,WEST   36 STREET    ,MANHATTAN,10018,In Compliance ,49,498.8,Office,1
1308,   3 AVENUE         ,MANHATTAN,10021,In Compliance ,48,966,Multifamily Housing,1
2730,WEST   33 STREET    ,BROOKLYN            ,11224,In Compliance ,29,1045.2,Multifamily Housing,1
26,COURT STREET        ,BROOKLYN            ,11242,In Compliance ,88,1738,Office,1
781,WEST END AVENUE     ,MANHATTAN,10025,In Compliance ,57,667.8,Multifamily Housing,1
263,WEST   38 STREET    ,MANHATTAN,10018,In Compliance ,97,385.2,Office,1
824,WEST  176 STREET    ,MANHATTAN,10033,In Compliance ,100,10.6,Multifamily Housing,1
2,SOUTH PINEHURST AVE ,MANHATTAN,10033,In Compliance ,92,247.9,Multifamily Housing,1
150,WEST   80 STREET    ,MANHATTAN,10024,In Compliance ,100,9.9,Multifamily Housing,1
4411,BROADWAY            ,MANHATTAN,10040,In Compliance ,100,82.6,Multifamily Housing,1
301,EAST   69 STREET    ,MANHATTAN,10021,In Compliance ,24,1375.5,Multifamily Housing,1
225,BROADWAY            ,MANHATTAN,10007,In Compliance ,81,3590.5,Office,1
11,BROADWAY            ,MANHATTAN,10004,In Compliance ,69,3219,Office,1
160,BROADWAY            ,MANHATTAN,10038,In Compliance ,65,1303.1,Office,1
716,AVENUE OF THE AMER  ,MANHATTAN,10010,In Compliance ,72,2360.4,Office,1
33,WHITEHALL STREET    ,MANHATTAN,10004,In Compliance ,24,3678.9,Office,1
505,   5 AVENUE         ,MANHATTAN,10036,In Compliance ,44,2231.6,Office,1
1212,AVENUE OF THE AMER  ,MANHATTAN,10036,In Compliance ,60,2046.6,Office,1
111,JOHN STREET         ,MANHATTAN,10038,In Compliance ,81,1948,Office,1
1523,   2 AVENUE         ,MANHATTAN,10075,In Compliance ,54,1350.8,Multifamily Housing,1
    84-09,  35 AVENUE         ,QUEENS,11372,In Compliance ,31,470.7,Multifamily Housing,1
1085,WASHINGTON AVENUE   ,BRONX               ,10456,In Compliance ,92,377.5,Multifamily Housing,1
306,WEST BROADWAY       ,MANHATTAN,10013,In Compliance ,24,1816.5,Hotel,1
9801,AVENUE D            ,BROOKLYN            ,11236,In Compliance ,1,2938.3,Non-Refrigerated Warehouse,1
1852,   2 AVENUE         ,MANHATTAN,10128,In Compliance ,76,231.9,Multifamily Housing,1
225,EAST   93 STREET    ,MANHATTAN,10128,In Compliance ,76,515.5,Multifamily Housing,1
209,LINCOLN PLACE       ,BROOKLYN            ,11217,In Compliance ,62,269.3,Multifamily Housing,1
3130,GRAND CONCOURSE     ,BRONX               ,10458,In Compliance ,26,1133.1,Multifamily Housing,1
25,INDIAN ROAD         ,MANHATTAN,10034,In Compliance ,46,456.5,Multifamily Housing,1
288,LEXINGTON AVENUE    ,MANHATTAN,10016,In Compliance ,79,310.2,Multifamily Housing,1
166,EAST   35 STREET    ,MANHATTAN,10016,In Compliance ,21,434.2,Multifamily Housing,1
1825,RIVERSIDE DRIVE     ,MANHATTAN,10034,In Compliance ,73,337.8,Multifamily Housing,1
814,CARROLL STREET      ,BROOKLYN            ,11215,In Compliance ,49,278.3,Multifamily Housing,1
5410,NETHERLAND AVENUE   ,BRONX               ,10471,In Compliance ,82,1049.2,Multifamily Housing,1
219,WEST   25 STREET    ,MANHATTAN,10001,In Compliance ,51,427.2,Multifamily Housing,1
402,OCEAN PARKWAY       ,BROOKLYN            ,11218,In Compliance ,49,303.3,Multifamily Housing,1
100,AVENUE P            ,BROOKLYN            ,11204,In Compliance ,43,435.8,Multifamily Housing,1
625,WEST   55 STREET    ,MANHATTAN,10019,In Compliance ,76,539,Office,1
513,WEST   56 STREET    ,MANHATTAN,10019,In Compliance ,1,4122.9,Office,1
524,WEST   57 STREET    ,MANHATTAN,10019,In Compliance ,1,1563.7,Office,1
175,WEST   12 STREET    ,MANHATTAN,10011,In Compliance ,79,1056.1,Multifamily Housing,1
510,   5 AVENUE         ,MANHATTAN,10036,In Compliance ,22,818.6,Office,1
1538,BROADWAY            ,MANHATTAN,10036,In Compliance ,34,8476.2,Retail Store,2
1131,   3 AVENUE         ,MANHATTAN,10065,In Compliance ,99,579.2,Retail Store,1
605,PARK AVENUE         ,MANHATTAN,10065,In Compliance ,42,955.4,Multifamily Housing,1
215,EAST   80 STREET    ,MANHATTAN,10075,In Compliance ,45,874,Multifamily Housing,1
333,EAST   66 STREET    ,MANHATTAN,10065,In Compliance ,7,1622.3,Multifamily Housing,1
257,CENTRAL PARK WEST   ,MANHATTAN,10024,In Compliance ,62,596.1,Multifamily Housing,1
27,WEST   57 STREET    ,MANHATTAN,10019,In Compliance ,57,381.7,Office,1
150,EAST   86 STREET    ,MANHATTAN,10028,In Compliance ,31,2241.9,Multifamily Housing,1
153,EAST   57 STREET    ,MANHATTAN,10022,In Compliance ,32,985.7,Multifamily Housing,1
327,CENTRAL PARK WEST   ,MANHATTAN,10025,In Compliance ,45,739.5,Multifamily Housing,1
   136-20,ROOSEVELT AVENUE    ,QUEENS,11354,In Compliance ,1,3605.8,Retail Store,1
1906,STORY AVENUE        ,BRONX               ,10473,In Compliance ,28,1015.3,Office,1
200,HAVEN AVENUE        ,MANHATTAN,10033,In Compliance ,38,958,Multifamily Housing,1
2040,FOREST AVENUE       ,STATEN ISLAND       ,10303,In Compliance ,91,485.2,Retail Store,1
75,CENTRAL PARK WEST   ,MANHATTAN,10023,In Compliance ,44,587.3,Multifamily Housing,1
1,WEST   34 STREET    ,MANHATTAN,10001,In Compliance ,71,373.6,Office,1
    99-01,QUEENS BOULEVARD    ,QUEENS,11374,In Compliance ,34,388.7,Retail Store,1
26,EAST   63 STREET    ,MANHATTAN,10065,In Compliance ,1,638.8,Multifamily Housing,1
173,EAST   79 STREET    ,MANHATTAN,10075,In Compliance ,81,386.5,Multifamily Housing,1
292,MADISON AVENUE      ,MANHATTAN,10017,In Compliance ,75,1194.3,Office,1
1801,DORCHESTER ROAD     ,BROOKLYN            ,11226,In Compliance ,67,536,Multifamily Housing,1
103,EAST  125 STREET    ,MANHATTAN,10035,In Compliance ,83,438.5,Office,1
217,BROADWAY            ,MANHATTAN,10007,In Compliance ,1,146791.4,Office,1
220,RIVERSIDE BOULEVARD ,MANHATTAN,10069,In Compliance ,37,3488.9,Multifamily Housing,1
240,RIVERSIDE BOULEVARD ,MANHATTAN,10069,In Compliance ,15,2437.2,Multifamily Housing,1
    42-41, 201 STREET         ,QUEENS,11361,In Compliance ,12,3613,Senior Care Community,1
255,WEST   23 STREET    ,MANHATTAN,10011,In Compliance ,38,519.9,Multifamily Housing,2
110,EAST   55 STREET    ,MANHATTAN,10022,In Compliance ,52,534.7,Office,1
150,BRIGHTON   15 STREET,BROOKLYN            ,11235,In Compliance ,80,331.6,Multifamily Housing,1
    26-13,  21 STREET         ,QUEENS,11102,In Compliance ,75,1082.8,Senior Care Community,1
1516,ORIENTAL BOULEVARD  ,BROOKLYN            ,11235,In Compliance ,10,2161.5,Senior Care Community,2
600,MADISON AVENUE      ,MANHATTAN,10022,In Compliance ,50,2753.9,Office,1
885,   2 AVENUE         ,MANHATTAN,10017,In Compliance ,81,5844.6,Office,1
    50-35,  56 ROAD           ,QUEENS,11378,In Compliance ,16,982.9,Distribution Center,1
1,HAVEN AVENUE        ,MANHATTAN,10032,In Compliance ,1,12944.7,Office,1
   184-10,JAMAICA AVENUE      ,QUEENS,11423,In Compliance ,67,550.5,Non-Refrigerated Warehouse,1
160,   5 AVENUE         ,MANHATTAN,10010,In Compliance ,63,803.9,Office,1
17,STATE STREET        ,MANHATTAN,10004,In Compliance ,75,3652.3,Office,1
650,BRUSH AVENUE        ,BRONX               ,10465,In Compliance ,11,1887,Distribution Center,1
49,FULTON STREET       ,MANHATTAN,10038,In Compliance ,18,1528.3,Multifamily Housing,1
1068,GERARD AVENUE       ,BRONX               ,10452,In Compliance ,90,359,Multifamily Housing,1
2001,UNIVERSITY AVENUE   ,BRONX               ,10453,In Compliance ,60,417.4,Multifamily Housing,1
1669,UNIVERSITY AVENUE   ,BRONX               ,10453,In Compliance ,82,448.4,Multifamily Housing,1
1493,MONTGOMERY AVENUE   ,BRONX               ,10453,In Compliance ,90,277.5,Multifamily Housing,1
1472,MONTGOMERY AVENUE   ,BRONX               ,10453,In Compliance ,88,202,Multifamily Housing,1
554,COZINE AVENUE       ,BROOKLYN            ,11208,In Compliance ,41,332.7,Distribution Center,1
273,MADISON AVENUE      ,MANHATTAN,10016,In Compliance ,77,2106,Office,1
757,   3 AVENUE         ,MANHATTAN,10017,In Compliance ,82,3065.8,Office,1
351,PARK AVENUE SOUTH   ,MANHATTAN,10010,In Compliance ,76,1720.9,Office,1
375,PARK AVENUE         ,MANHATTAN,10022,In Compliance ,6,13149.3,Office,1
380,PARK AVENUE         ,MANHATTAN,10022,In Compliance ,20,3171.1,Office,1
84,   5 AVENUE         ,MANHATTAN,10011,In Compliance ,94,478,Office,1
207,EAST HOUSTON STREET ,MANHATTAN,10002,In Compliance ,59,955.2,Multifamily Housing,1
5700,AVENUE D            ,BROOKLYN            ,11203,In Compliance ,93,187.4,Distribution Center,1
2121,SHORE PARKWAY       ,BROOKLYN            ,11214,In Compliance ,52,523.9,Multifamily Housing,1
400,RUGBY ROAD          ,BROOKLYN            ,11226,In Compliance ,61,362.6,Multifamily Housing,1
1170,OCEAN AVENUE        ,BROOKLYN            ,11230,In Compliance ,77,271.7,Multifamily Housing,1
1547,EAST   14 STREET    ,BROOKLYN            ,11230,In Compliance ,70,323.4,Multifamily Housing,1
2428,NEPTUNE AVENUE      ,BROOKLYN            ,11224,In Compliance ,1,1184.2,Multifamily Housing,1
1690,BROADWAY            ,MANHATTAN,10019,In Compliance ,52,5734.8,Office,1
2011,OCEAN AVENUE        ,BROOKLYN            ,11230,In Compliance ,85,277.7,Multifamily Housing,1
63,MADISON AVENUE      ,MANHATTAN,10016,In Compliance ,71,6798,Office,1
50,LEFFERTS AVENUE     ,BROOKLYN            ,11225,In Compliance ,65,450.1,Multifamily Housing,1
2112,STARLING AVENUE     ,BRONX               ,10462,In Compliance ,52,404.9,Multifamily Housing,1
1265,OLMSTEAD AVENUE     ,BRONX               ,10462,In Compliance ,63,485.4,Multifamily Housing,1
1266,OLMSTEAD AVENUE     ,BRONX               ,10462,In Compliance ,52,688.8,Multifamily Housing,1
1541,WILLIAMSBRIDGE ROAD ,BRONX               ,10461,In Compliance ,46,653.7,Multifamily Housing,1
250,FT WASHINGTON AVENUE,MANHATTAN,10032,In Compliance ,52,284.2,Multifamily Housing,1
260,CONVENT AVENUE      ,MANHATTAN,10031,In Compliance ,87,353.3,Multifamily Housing,1
280,FT WASHINGTON AVENUE,MANHATTAN,10032,In Compliance ,98,284.6,Multifamily Housing,1
41,ST NICHOLAS TERRACE ,MANHATTAN,10027,In Compliance ,51,526.6,Multifamily Housing,1
651,WEST  171 STREET    ,MANHATTAN,10032,In Compliance ,96,354,Multifamily Housing,1
21,BEARD STREET        ,BROOKLYN            ,11231,In Compliance ,85,1991.8,Retail Store,1
3510,BAINBRIDGE AVENUE   ,BRONX               ,10467,In Compliance ,1,625.3,Multifamily Housing,1
3801,WALDO AVENUE        ,BRONX               ,10463,In Compliance ,70,490.7,Residence Hall/Dormitory,1
1840,GRAND CONCOURSE     ,BRONX               ,10457,In Compliance ,4,615.7,Multifamily Housing,1
2686,MORRIS AVENUE       ,BRONX               ,10468,In Compliance ,18,708.4,Multifamily Housing,1
2805,HEATH AVENUE        ,BRONX               ,10463,In Compliance ,19,634.3,Multifamily Housing,1
444,WEST   45 STREET    ,MANHATTAN,10036,In Compliance ,25,420.4,Multifamily Housing,1
155,E MOSHOLU PARKWAY N ,BRONX               ,10467,In Compliance ,74,730,Multifamily Housing,1
2261,BROADWAY            ,MANHATTAN,10024,In Compliance ,83,410.3,Multifamily Housing,1
555,WEST   18 STREET    ,MANHATTAN,10011,In Compliance ,50,1475.9,Office,1
2101,ALBEMARLE ROAD      ,BROOKLYN            ,11226,In Compliance ,75,544.1,Multifamily Housing,1
100,EAST   21 STREET    ,BROOKLYN            ,11226,In Compliance ,59,493.8,Multifamily Housing,1
   184-60,JAMAICA AVENUE      ,QUEENS,11423,In Compliance ,23,699.9,Non-Refrigerated Warehouse,1
28,MARINE AVENUE       ,BROOKLYN            ,11209,In Compliance ,100,17.1,Multifamily Housing,1
22,ARLO ROAD           ,STATEN ISLAND       ,10301,In Compliance ,1,406,Multifamily Housing,1
    95-02,ROCKAWAY BEACH BLVD ,QUEENS,11693,In Compliance ,75,377,Senior Care Community,1
300,EAST   40 STREET    ,MANHATTAN,10016,In Compliance ,62,3559.7,Multifamily Housing,1
929,ST NICHOLAS AVENUE  ,MANHATTAN,10032,In Compliance ,84,485.5,Multifamily Housing,1
701,PARK AVENUE         ,MANHATTAN,10021,In Compliance ,6,1200.7,Hotel,1
225,WEST   39 STREET    ,MANHATTAN,10018,In Compliance ,74,475.8,Office,1
39,WEST   37 STREET    ,MANHATTAN,10018,In Compliance ,88,597.5,Office,1
28,EAST   40 STREET    ,MANHATTAN,10016,In Compliance ,60,448.5,Medical Office,1
18,EAST   41 STREET    ,MANHATTAN,10017,In Compliance ,80,729.2,Office,1
1349,EAST   18 STREET    ,BROOKLYN            ,11230,In Compliance ,30,505.2,Multifamily Housing,1
214,WEST   29 STREET    ,MANHATTAN,10001,In Compliance ,86,1226,Office,1
15,WEST   36 STREET    ,MANHATTAN,10018,In Compliance ,79,438.8,Office,1
    41-10,BOWNE STREET        ,QUEENS,11355,In Compliance ,75,749.9,Multifamily Housing,1
   178-60,WEXFORD TERRACE     ,QUEENS,11432,In Compliance ,87,259.7,Multifamily Housing,1
   178-10,WEXFORD TERRACE     ,QUEENS,11432,In Compliance ,55,731.7,Multifamily Housing,1
   162-15,HIGHLAND AVENUE     ,QUEENS,11432,In Compliance ,52,569.6,Multifamily Housing,1
   182-30,WEXFORD TERRACE     ,QUEENS,11432,In Compliance ,54,1061.4,Multifamily Housing,1
   166-05,HIGHLAND AVENUE     ,QUEENS,11432,In Compliance ,74,816.3,Multifamily Housing,1
   143-06,BARCLAY AVENUE      ,QUEENS,11355,In Compliance ,56,503,Multifamily Housing,1
   143-09,BARCLAY AVENUE      ,QUEENS,11355,In Compliance ,88,758.6,Multifamily Housing,1
400,ARGYLE ROAD         ,BROOKLYN            ,11218,In Compliance ,77,762.6,Multifamily Housing,1
405,WESTMINSTER ROAD    ,BROOKLYN            ,11218,In Compliance ,54,804.7,Multifamily Housing,1
3301,NOSTRAND AVENUE     ,BROOKLYN            ,11229,In Compliance ,38,548.9,Multifamily Housing,1
